imperfective_id	perfective_id	imperfective	perfective
31955	19159	vȯzvoditi	vȯzvesti
23955	23957	vȯzimati	vȯzjęti
23794	23795	zapaljati	zapaliti
19062	19066	upodabnjati	upodobniti
16297	10131	ograničati	ograničiti
19096	19097	utekųćinjati	utekųćiniti
1247	71	slušati	poslušati
17335	4486	doživati	dožiti
11412	3604	prěživati	prěžiti
32679	28030	nalagati	naložiti
3727	3729	obględati	obględěti
33354	33355	izględati	izględnųti
20962	20967	opušćati	opustiti
25871	26182	gubiti	izgubiti
18987	12663	tratiti	utratiti
5423	5422	proigryvati	proigrati
36251	36252	hudnųti	shudnųti
19930	19932	obnižati	obniziti
21156	21162	spušćati	spustiti
20960	20966	opušćati	opustiti
23164	23165	vabiti	svabiti
32916	32918	izpihati	izphati
14862	14860	podtrimyvati	podtrimati
19426	19424	zavęzyvati	zavęzati
23930	23931	råzsměšati	råzsměšiti
5365	5366	okrųgljati	okrųgliti
33053	33047	napravjati	napraviti
5326	5325	projavjati	projaviti
25691	27976	gnojiti	nagnojiti
34737	34735	oznamenovyvati	oznamenovati
911	12349	męčkati	smęčkati
1305	5591	gnesti	sgnesti
22491	22494	ovladyvati	ovladnųti
1995	5596	měriti	izměriti
30309	30308	råzměrjati	råzměriti
1954	1345	strěćati	strěsti
20761	20762	sųstrěćati	sųstrěsti
30523	817	råztapjati	råztopiti
21136	21141	råzpušćati	råzpustiti
17099	17068	zapamętyvati	zapamętati
12515	12514	spominati	spomněti
36596	36597	mjaukati	mjauknųti
5617	670	stapjati	stopiti
36394	36393	slivati	sliti
34052	34051	råzvaljati	råzvaliti
11353	11352	prěseljati	prěseliti
1181	2384	dojiti	izdojiti
11426	11427	priględati	priględěti
20536	20535	nedoråzuměvati	nedoråzuměti
3004	1041	råzměšivati	råzměšati
2839	1817	měšati	směšati
4133	13967	izsmějivati	izsmějati
36923	36924	modelovati	izmodelovati
34979	23047	uměrjati	uměriti
18159	18163	osȯvrěmennjati	osȯvrěmenniti
34549	34545	orašati	orositi
11322	11320	prěobražati	prěobraziti
2885	28810	linjati	oblinjati
10231	10229	oplakyvati	oplakati
468	471	dvigati	dvignųti
6228	6230	prěměšćati	prěměstiti
29066	29065	oddaljati	oddaliti
17689	18296	kositi	pokositi
25666	29307	glušiti	oglušiti
30322	30324	råzmnažati	råzmnožiti
2783	2786	nazyvati	nazvati
13289	13286	unarodnjati	unarodniti
15408	15410	prěnebrěgati	prěnebrěgti
16257	16256	zanedbyvati	zanedbati
21239	21243	zapušćati	zapustiti
2899	655	dogovarjati	dogovoriti
16332	11400	prězyvati	prězvati
17649	17650	kymati	kymnųti
17652	17653	kyvati	kyvnųti
22855	22856	naznačati	naznačiti
6249	6250	zapisyvati	zapisati
33486	33487	priměćati	primětiti
23977	23978	zauvažati	zauvažiti
21045	21047	prěduprěđati	prěduprěditi
1003	28631	njuhati	njuhnųti
3757	3760	obvęzyvati	obvęzati
3090	1170	zatemnjati	zatemniti
4699	4700	polučati	polučiti
34071	28749	obiđati	obiděti
2399	2037	otvarjati	otvoriti
20001	20003	oporędčati	oporędčiti
36788	36787	narųčati	narųčiti
36786	36785	zamȯlvjati	zamȯlviti
21923	21924	ustrajati	ustrojiti
33068	11338	prěrastati	prěråsti
33712	29996	prěstigati	prěstignųti
31909	31908	prěhytrjati	prěhytriti
6006	6007	prěvažati	prěvažiti
21422	21424	osiljati	osiliti
20627	20633	prěmagati	prěmogti
22507	22508	sȯvladyvati	sȯvladnųti
35882	35883	prěcěnjati	prěcěniti
6074	6076	prětěkati	prětekti
33069	14162	zarastati	zaråsti
5814	5817	nadględati	nadględěti
36180	36181	prěnapinati	prěnapęti
22590	22592	svŕgati	svŕgnųti
20094	20095	provŕgati	provŕgnųti
5471	5472	pakovati	spakovati
19061	19060	upakovyvati	upakovati
5474	5473	zapakovyvati	zapakovati
36005	36004	opakovyvati	opakovati
16834	16833	prěråzkazyvati	prěråzkazati
33820	30191	råzgrađati	råzgråditi
36264	36265	prěnositi	prěnesti
34021	23933	råzsųđati	råzsųditi
16385	13882	vstavjati	vstaviti
36515	36514	zadŕživati	zadŕžati
21840	21841	zastavjati	zastaviti
2114	2983	platiti	zaplatiti
5407	5408	prědplaćati	prědplatiti
34305	29146	odplaćati	odplatiti
8087	8089	izplaćati	izplatiti
788	26566	kljuvati	kljunųti
27352	28822	lupiti	oblupiti
5552	4304	odšlupyvati	odšlupati
5385	5387	podględati	podględěti
5413	5414	probivati	probiti
4208	4209	doskonaliti	udoskonaliti
13400	13402	vȯzvŕšati	vȯzvŕšiti
37485	26249	prodiravjati	prodiraviti
20934	20931	odpravjati	odpraviti
23877	23878	parfumovati	naparfumovati
4308	4309	pogynati	pogynųti
4310	4311	propadati	propasti
4454	4455	pronikati	proniknųti
5363	5364	okamenjati	okameniti
33188	28163	naryvati	narvati
35887	35888	podbirati	podbrati
22134	22136	trgati	trgnųti
28923	28919	obryvati	obrvati
18525	18524	projmati	projęti
24726	36421	bodati	bodnųti
33921	30188	råzgrabjati	råzgrabiti
21068	21065	pripinati	pripęti
18787	18788	ščipati	ščipnųti
34127	34124	obsyhati	obsȯhnųti
34135	34136	scati	nascati
3965	3963	uměšćati	uměstiti
1262	128	råzměšćati	råzměstiti
650	36874	planovati	zaplanovati
34283	29702	strugati	ostrugati
33190	28169	nasađati	nasaditi
16390	14167	zasađati	zasaditi
30451	30449	råzsađati	råzsaditi
33794	33792	råzigryvati	råzigrati
30061	28872	radovati	obradovati
22890	26217	orati	izorati
34592	29623	oskubyvati	oskubati
29624	34595	skubti	skubnųti
33089	31567	zatykati	zatknųti
23399	23401	grabiti	ograbiti
22596	22597	vvŕgati	vvŕgnųti
22858	22859	naznačati	naznačiti
3777	3779	otravjati	otraviti
23153	23154	opyljati	opyliti
3781	3776	naseljati	naseliti
33459	26251	tȯlkti	iztȯlkti
36396	26197	izlivati	izliti
3785	3786	oblivati	obliti
28058	28059	naliti	nalivati
34833	27916	bajati	nabajati
2890	522	hvaliti	pohvaliti
501	1578	prědhoditi	prědȯjdti
5404	5403	prědvidyvati	prědviděti
22497	22499	prěvladyvati	prěvladnųti
257	1140	gotoviti	prigotoviti
21078	21075	pripravjati	pripraviti
35309	35310	prědpisyvati	prědpisati
4826	3755	natiskati	natisknųti
4298	4299	pritiskati	pritisknųti
21046	21048	prěduprěđati	prěduprěditi
13293	13292	unemožnjati	unemožniti
21377	21685	obråbotyvati	obråbotati
18512	18514	proglašati	proglåsiti
32811	27975	naganjati	nagnati
16400	16398	iztvarjati	iztvoriti
8106	8103	izråbotyvati	izråbotati
22401	990	oběćivati	oběćati
5553	4370	izgovarjati	izgovoriti
11220	1687	prědkladati	prědložiti
13949	13947	izsuvati	izsunųti
7162	7161	dokazyvati	dokazati
36613	36614	zabezpečati	zabezpečiti
20	3105	dostavjati	dostaviti
1212	794	publikovati	opublikovati
4853	4854	izdavati	izdati
29275	29277	odtęgati	odtęgnųti
3850	3849	iztęgati	iztęgnųti
22130	22137	trgati	trgnųti
2565	1916	karati	pokarati
32911	32913	vpihati	vȯphati
32919	32921	odpihati	odphati
32915	32917	izpihati	izphati
32905	32907	phati	phnųti
19985	19983	odstavjati	odstaviti
19974	19978	odmetati	odmetnųti
20397	20399	izslavjati	izsloviti
33464	28338	navlěkati	navlěkti
4201	4202	sȯstavjati	sȯstaviti
32682	32684	podkladati	podložiti
16898	12376	råzměšivati	råzměšati
3830	3831	usposabjati	usposobiti
24162	36411	råzkvartirovyvati	råzkvartirovati
16395	16396	izpytyvati	izpytati
31933	31938	navoditi	navesti
20805	20800	vȯznositi	vȯznesti
22736	22737	vȯzvyšati	vȯzvysiti
30189	30187	råzgrabjati	råzgrabiti
29089	29090	odgrebati	odgrebti
37172	37173	nasilovati	iznasilovati
34868	34869	dopȯlzati	dopȯlzti
21855	21856	dostigati	dostignųti
1686	1059	dosęgati	dosęgnųti
21568	21570	sęgati	sęgnųti
6885	1190	čitati	pročitati
34883	11088	povstavati	povstati
21822	13881	vȯzstavati	vȯzstati
5398	5397	prěbudovyvati	prěbudovati
2928	2768	napominati	napomněti
6323	6324	poznavati	poznati
35213	35214	prěporųčati	prěporųčiti
20489	20655	miriti	pomiriti
11374	11372	prěsvęzyvati	prěsvęzati
5528	5527	zapisyvati	zapisati
17856	17854	naigryvati	naigrati
20957	20951	opravjati	opraviti
36039	3160	prěsměrjati	prěadresovati
2062	1297	smenšati	smenšiti
5635	5636	snižati	sniziti
20530	20529	navęzyvati	navęzati
34102	34101	odbivati	odbiti
5557	5558	odražati	odraziti
18169	18171	osvěžati	osvěžiti
19948	19946	odkazyvati	odkazati
19973	19977	odmetati	odmetnųti
22578	22579	oprovŕgati	oprovŕgnųti
2140	25	registrovati	zaregistrovati
34554	29588	osađati	osaditi
1004	132	odkydati	odkydnųti
27642	29442	omlađati	omlåditi
3562	3560	uvaljnjati	uvoljniti
21159	21165	spušćati	spustiti
1208	2004	pripominati	pripomněti
34893	5521	prěimenovyvati	prěimenovati
151	241	obnavjati	obnoviti
23315	23316	iznajmati	iznajęti
4481	4482	odplaćati	odplatiti
2000	2305	povtarjati	povtoriti
20570	20573	odbivati	odbiti
21400	21401	odražati	odraziti
3810	3811	zaměnjati	zaměniti
19420	19421	zastųpati	zastųpiti
34296	29137	odpisyvati	odpisati
3691	3813	donositi	donesti
21994	21995	zastųpati	zastųpiti
17497	17493	izbavjati	izbaviti
11790	11787	råziskyvati	råziskati
35858	35859	rezervovati	zarezervovati
2931	2009	prěstavjati	prěstaviti
21973	21977	ustųpati	ustųpiti
5074	5075	odstųpati	odstųpiti
18619	18621	råzrěšati	råzrěšiti
616	3153	považati	považiti
4072	5604	oddyhati	oddȯhnųti
3295	5605	odpočivati	odpočęti
34417	29477	obnavjati	obnoviti
34930	37267	restavrovati	odrestavrovati
19041	19037	udŕživati	udŕžati
22082	22084	proiztěkati	proiztekti
32438	32439	vȯzkrešati	vȯzkresiti
35629	35630	zadŕživati	zadŕžati
4480	4479	odplaćati	odplatiti
22646	22647	vȯzvraćati	vȯzvråtiti
1839	1773	vraćati	vråtiti
36600	36601	prěocěnjati	prěocěniti
9802	9798	objavjati	objaviti
17548	17547	izjavjati	izjaviti
30258	30256	råzkryvati	råzkryti
34146	34147	obraćati	obråtiti
19428	19430	zavraćati	zavråtiti
4075	4076	prěględati	prěględěti
36452	29818	oživjati	oživiti
4122	4121	nagrađati	nagråditi
5554	4250	prěmotyvati	prěmotati
5529	5530	prěpisyvati	prěpisati
17499	17495	izbavjati	izbaviti
28779	33740	obkradati	obkrasti
5306	5593	gniti	izgniti
22665	22666	obraćati	obråtiti
20136	20169	ruinovati	sruinovati
2441	35862	běgati	poběgti
34382	34383	odtěkati	odtekti
5448	5449	uběgati	uběgti
6067	6068	utěkati	utekti
29040	29042	odběgati	odběgti
36474	36475	izběgati	izběgti
1490	3147	žrtvovati	požrtvovati
33999	29592	sedlati	osedlati
36728	34911	prěplyvati	prěpluti
34310	29525	oplyvati	opluti
36727	34909	odplyvati	odpluti
34914	34912	priplyvati	pripluti
36726	34907	izplyvati	izpluti
34913	34910	pluti	popluti
33026	29670	soliti	osoliti
444	3356	zadovaljati	zadovoliti
21147	21150	spasati	spasti
34895	34896	ščęditi	poščęditi
34280	29128	odpiljati	odpiliti
3870	3871	povědati	pověděti
21303	21305	izrěkati	izrěkti
34177	29486	oparjati	opariti
4371	4372	odstrašati	odstrašiti
32599	30316	råzmetyvati	råzmetati
1866	1149	råzsypyvati	råzsypati
35408	35409	karati	pokarati
29011	29009	obžigati	obžegti
436	442	drapati	drapnųti
5381	5380	odvivati	odvinųti
36916	36917	modelovati	izmodelovati
36914	36915	vajati	izvajati
1012	18289	iskati	poiskati
21234	21232	zapravjati	zapraviti
2185	5555	viděti	uviděti
20771	20772	ulučati	ulučiti
22489	22493	ovladyvati	ovladnųti
22513	22514	zavladyvati	zavladnųti
29045	32534	odbirati	odbrati
4262	4263	prodavati	prodati
30404	32671	råzprodavati	råzprodati
1025	1912	posylati	poslati
20933	20929	odpravjati	odpraviti
8131	8123	izsylati	izslati
30517	30361	råzsylati	råzslati
35146	35147	prisylati	prislati
3016	2951	odděljati	odděliti
20108	20109	råzlųčati	råzlųčiti
2249	595	råzděljati	råzděliti
33151	9468	nastavjati	nastaviti
3951	3952	ustavjati	ustaviti
16474	16475	podpaljati	podpaliti
32638	32644	zažigati	zažegti
33153	9469	nastavjati	nastaviti
20953	20948	opravjati	opraviti
16320	16323	postavjati	postaviti
5556	4439	odrězyvati	odrězati
5402	5401	prěsěkati	prěsěkti
28255	28253	našivati	našiti
23254	23256	šiti	prišiti
34957	34958	otręsati	otręsti
34955	34954	iztręsati	iztręsti
34959	34960	vȯztręsati	vȯztręsti
3902	13062	tręsti	zatręsti
32892	28082	ostriti	naostriti
30104	11750	råzbivati	råzbiti
30159	30158	råzdrobjati	råzdrobiti
5283	28907	briti	obriti
25707	29316	goliti	ogoliti
29253	29255	odstrigati	odstrigti
29693	5024	ostrigati	ostrigti
27359	28823	luščiti	obluščiti
33686	31555	zaslanjati	zasloniti
36419	14177	zaščićati	zaščititi
23744	23747	prěsuvati	prěsunųti
2655	2697	leskati	lesknųti
479	1932	srati	zasrati
26778	32095	podkovyvati	podkovati
30477	34016	råzstrěljati	råzstrěliti
1442	35676	strěliti	izstrěliti
3139	647	skraćati	skråtiti
32575	32579	klicati	kliknųti
1091	747	kričati	kriknųti
20940	20938	odsuvati	odsunųti
1108	1915	pokazyvati	pokazati
19991	19990	okazyvati	okazati
25399	34661	držati	drgnųti
20313	20310	zakryvati	zakryti
5608	4686	omŕžati	omŕziti
19140	19132	vȯzdyhati	vȯzdȯhnųti
20305	20307	zaključati	zaključiti
1117	3086	podpisyvati	podpisati
6285	6286	otišati	otišiti
34180	34183	utišati	utišiti
33384	29674	posrěbrjati	posrěbriti
1559	2132	uprašćati	uprostiti
2010	5559	grěšiti	sgrěšiti
237	12491	pěvati	spěvati
29485	29484	opaljati	opaliti
4240	4241	potapjati	potopiti
21598	21620	tonųti	utonųti
23973	23976	zapadati	zapasti
4243	5560	popivati	popiti
18793	18796	sědati	sědnųti
34369	29233	odsěđati	odsěděti
26555	29368	klevetati	oklevetati
34393	29318	ogovarjati	ogovoriti
3885	4713	šlepati	šlepnųti
18224	18225	pleskati	plesknųti
2224	4197	spati	prospati
12249	16358	slizgati	slizgnųti
24012	24011	zamedljati	zamedliti
14158	14157	spomaljati	spomaliti
33461	30536	råztȯlkati	råztȯlkti
30546	30547	råztrěskati	råztrěsknųti
32662	30170	råzglađati	råzgladiti
895	2269	krijumčariti	prokrijumčariti
23940	23943	uryvati	urvati
17645	17646	kyhati	kyhnųti
34442	29473	obnjuhyvati	obnjuhati
17466	17467	hrapati	hrapnųti
4161	4162	močiti	namočiti
14705	9405	mokriti	namokriti
32321	32320	namyljati	namyliti
17457	17458	hlipati	hlipnųti
18676	19407	rydati	zarydati
34674	29758	otrězvjati	otrězvěti
34673	29759	trězvěti	otrězviti
17784	18721	mękčiti	smękčiti
30300	30301	råzmękčati	råzmękčiti
23841	23839	ulagađati	ulagoditi
11954	11960	rěšati	rěšiti
5334	33241	sějati	posějati
28935	29597	obsějivati	obsějati
33947	30380	råzpinati	råzpęti
34551	34544	orašati	orositi
35670	35669	utočnjati	utočniti
3279	5506	provoditi	provesti
35764	35765	propivati	propiti
3863	4195	noćevati	prěnoćevati
3276	3277	tratiti	iztratiti
30282	30278	råzlivati	råzliti
6151	6152	prolivati	proliti
18457	29545	pręsti	spręsti
1105	28106	pljuvati	napljuvati
29521	35122	opljuvati	opljunųti
35123	35124	izpljuvati	izpljunųti
24849	24850	bryzgati	bryzgnųti
36852	36853	pljuskati	pljusknųti
29265	29264	odščepjati	odščepiti
26528	30233	klåti	råzklåti
30221	30505	råzkalati	råzščepiti
21134	21139	råzpušćati	råzpustiti
33437	33443	steliti	posteliti
33440	33446	stlati	postlati
33894	30298	råzmazyvati	råzmazati
29404	29403	okropjati	okropiti
16768	16771	råztraćati	råztratiti
22091	22090	tiskati	tisknųti
36262	36263	mazati	obmazati
6321	6322	vstavati	vstati
2834	466	ostavati	ostati
627	941	krasti	ukrasti
21926	21925	stųpati	stųpiti
4627	4628	odstųpati	odstųpiti
21928	21929	nastųpati	nastųpiti
22100	22101	tykati	tknųti
34493	34497	mrdati	mrdnųti
26461	5362	kamenovati	okameniti
18437	18436	prěstavati	prěstati
35004	5656	zaustavjati	zaustaviti
21798	21799	ustavati	ustati
25137	31819	daviti	udaviti
36403	36404	utvŕđati	utvŕditi
26860	32100	krěpiti	ukrěpiti
20990	21009	pinati	pnųti
21105	20910	prųžiti	naprųžiti
28098	28095	napinati	napęti
16287	9888	obsypyvati	obsypati
23864	23862	izbivati	izbiti
28617	33511	nizati	nanizati
25616	34387	gladiti	pogladiti
31724	26256	izučati	izučiti
17840	17837	naděvati	naděti
20511	20513	nabivati	nabiti
33517	33516	podråzděljati	podråzděliti
20035	20040	pokarjati	pokoriti
22359	22358	podręđati	podręditi
5565	4042	uspěvati	uspěti
5567	4151	izsysati	izsȯsati
742	2364	tŕpěti	prětŕpěti
18257	36534	podhoditi	podȯjdti
832	1221	kontrolovati	prokontrolovati
16357	12389	snabděvati	snabděti
1114	10758	podpirati	podporiti
1951	856	poddŕživati	poddŕžati
10782	20029	podtiskati	podtisknųti
18444	18447	prěvȯzhoditi	prěvȯzȯjdti
22728	22729	prěvyšati	prěvysiti
3910	3909	udivjati	udiviti
10697	36428	poddavati	poddati
19922	19923	obkaljati	obkoliti
21930	21931	obstųpati	obstųpiti
20557	20561	oblagati	obložiti
234	2803	okrųžati	okrųžiti
10741	1770	podzirati	podzrěti
5304	25650	gȯltati	gȯltnųti
21461	18412	progȯltati	progȯltnųti
35699	35686	prisęgati	prisęgnųti
19847	1808	mesti	zamesti
18081	18080	odmětati	odmesti
32600	26204	izmětati	izmesti
33279	10292	slåditi	oslåditi
10244	16299	opuhati	opuhnųti
4773	5622	puhnųti	spuhnųti
32382	27932	nabuhati	nabuhnųti
24811	27930	breknųti	nabreknųti
1850	34325	prěplyvati	prěplyvti
19980	19981	odplyvati	odplyvti
34311	34314	izplyvati	izplyvti
11301	11302	prěključati	prěključiti
32636	32642	zažigati	zažegti
16800	467	jęti	vzęti
11748	11749	råzbirati	råzbrati
19937	19938	odbirati	odbrati
23959	23960	zabirati	zabrati
17052	17095	udaljati	udaliti
5003	5004	prějmati	prějęti
5176	5177	podimati	podjęti
26910	31993	krotiti	ukrotiti
33283	28206	smoliti	nasmoliti
1814	2542	vkųšati	vkųsiti
1526	3540	učiti	naučiti
34361	29223	odryvati	odrvati
23866	23867	izryvati	izrvati
30446	30443	råzryvati	råzrvati
30550	30551	råztrgati	råztrgnųti
31357	28351	vråžiti	navråžiti
20126	21507	råzkazyvati	råzkazati
347	23897	pokušati	pokusiti
5105	5106	užasati	užasnųti
20869	20868	izpytyvati	izpytati
1443	3133	testovati	obtestovati
35579	35580	svědčiti	posvědčiti
4889	35143	blågodariti	poblågodariti
296	5575	dękovati	podękovati
2744	35854	mysliti	pomysliti
16288	14771	obvažati	obvažiti
4637	11132	žędati	požędati
27649	32259	mlåtiti	smlåtiti
2568	2190	groziti	zagroziti
406	2352	kydati	kydnųti
22576	22577	vŕgati	vŕgnųti
22594	22595	vvŕgati	vvŕgnųti
33826	30226	råzkydyvati	råzkydati
32677	28025	nakydyvati	nakydati
35776	35777	izkydati	izkydnųti
2716	397	metati	metnųti
21483	21482	privęzyvati	privęzati
33213	28326	navęzyvati	navęzati
32962	32964	nazdravjati	nazdråviti
1146	481	dotykati	dotknųti
22098	22099	tykati	tknųti
34038	30539	råztȯptyvati	råztȯptati
2425	1711	prěhoditi	prějdti
22149	22150	prětvarjati	prětvoriti
18439	18440	prěstųpati	prěstųpiti
35802	35803	prěkladati	prěložiti
3055	3872	prěvoditi	prěvesti
5395	5396	prěvoziti	prěvezti
34377	34378	pristrigati	pristrigti
33383	28933	obsěkati	obsěkti
17577	17576	izprobovyvati	izprobovati
238	23311	probovati	poprobovati
33420	28232	nastrajati	nastrojiti
22057	28278	točiti	natočiti
22659	22660	povŕtati	povŕnųti
3204	3205	povraćati	povråtiti
3206	3209	obraćati	obråtiti
33375	29618	sivěti	osivěti
3918	3920	izključati	izključiti
24584	28732	bělěti	obělěti
34739	29820	žȯltěti	ožȯltěti
31233	33575	viti	sviti
15080	14741	tipkati	natipkati
29129	29124	odpinati	odpęti
33868	30244	råzkovyvati	råzkovati
33853	30254	råzkrųćati	råzkrųtiti
29248	34374	odslanjati	odsloniti
2053	2837	podčrkati	podčrknųti
16472	16473	råzbirati	råzbrati
2102	2693	råzuměti	sråzuměti
35200	35201	prědprijmati	prědprijęti
18060	9938	odčinjati	odčiniti
30145	30143	råzděvati	råzděti
33950	33944	råzpinati	råzpęti
30583	30584	råzvivati	råzviti
33828	30234	råzklejati	råzklejiti
32773	32774	izpręgati	izpręgti
13224	13223	ujedinjati	ujediniti
2942	2085	sjedinjati	sjediniti
9807	9806	objedinjati	objediniti
23483	23484	råzšnurovyvati	råzšnurovati
18612	18610	råzpakovyvati	råzpakovati
33765	30167	råzgadyvati	råzgadati
34000	30453	råzsedlyvati	råzsedlati
34254	29108	odklejati	odklejiti
34257	29110	odlěpjati	odlěpiti
36386	36387	odvęzyvati	odvęzati
22199	22198	råzvęzyvati	råzvęzati
34334	34338	råzpletati	råzplesti
29147	29148	odpletati	odplesti
7133	7124	dodavati	dodati
32044	26191	izkorenjati	izkoreniti
1388	3092	upotrěbjati	upotrěbiti
18544	18545	prověrjati	prověriti
22220	22221	navěđati	navěditi
1220	1024	posěćati	posětiti
749	1696	izglašati	izglåsiti
24707	24705	bljuvati	bljunųti
2485	3878	buditi	råzbuditi
29332	29331	ogrěvati	ogrěti
30198	30196	råzgrěvati	råzgrěti
18167	18166	ostrěgati	ostrěgti
1884	3128	prěduprěđati	prěduprěditi
34003	29663	snovati	osnovati
1788	5290	myti	umyti
32303	32305	prati	izprati
3379	5551	oględati	oględěti
32705	32706	napajati	napojiti
23771	23772	polivati	politi
4492	4493	podlivati	podliti
960	203	mahati	mahnųti
32609	28346	voščiti	navoščiti
4669	4670	oslabjati	oslabiti
34616	29629	slaběti	oslaběti
16295	10072	odučati	odučiti
28849	34078	obnositi	obnesti
34856	26247	tkati	iztkati
34327	20272	vpletati	vplesti
33574	33579	viti	sviti
33665	31509	zaklinovati	zakliniti
31722	29519	plěti	oplěti
2981	1965	vitati	privitati
22564	22563	svarjati	svariti
5686	5687	svistati	svistnųti
23949	23951	uvędati	uvędnųti
1703	1674	izigryvati	izigrati
7113	7110	dobyvati	dobyti
28335	28334	navivati	naviti
33572	33578	viti	sviti
28999	28998	obvivati	obviti
32866	28074	namotyvati	namotati
2180	858	migati	mignųti
28986	29774	ovějivati	ovějati
1047	35470	želati	poželati
32460	32459	odzyvati	odzvati
34375	29250	odsyhati	odsȯhnųti
34125	34123	obsyhati	obsȯhnųti
34272	29115	odolěvati	odolěti
5543	5144	råzråbotyvati	råzråbotati
3862	35852	nepokojiti	zanepokojiti
33573	33577	viti	sviti
18183	18184	ověnčati	ověnčiti
27808	32889	mrščiti	smrščiti
34295	29136	odpisyvati	odpisati
23717	23718	zěvati	zěvnųti
21937	21945	odstųpati	odstųpiti
